Filter               bin_0               bin_1               bin_2               bin_3              bin_4               bin_5               bin_6              bin_7               bin_8               bin_9              bin_10              bin_11              bin_12             bin_13              bin_14              bin_15              bin_16              bin_17              bin_18              bin_19              bin_20              bin_21              bin_22              bin_23              bin_24              bin_25              bin_26             bin_27             bin_28              bin_29              bin_30              bin_31              bin_32              bin_33              bin_34              bin_35              bin_36              bin_37              bin_38              bin_39              bin_40              bin_41              bin_42              bin_43              bin_44              bin_45              bin_46              bin_47              bin_48              bin_49             bin_50              bin_51              bin_52               bin_53              bin_54              bin_55             bin_56              bin_57              bin_58              bin_59              bin_60               bin_61              bin_62              bin_63              bin_64              bin_65              bin_66              bin_67               bin_68             bin_69              bin_70              bin_71              bin_72              bin_73              bin_74              bin_75              bin_76              bin_77              bin_78             bin_79              bin_80              bin_81              bin_82              bin_83              bin_84              bin_85              bin_86              bin_87              bin_88              bin_89              bin_90              bin_91              bin_92              bin_93              bin_94              bin_95              bin_96              bin_97              bin_98              bin_99             bin_100             bin_101             bin_102             bin_103             bin_104             bin_105             bin_106            bin_107             bin_108             bin_109             bin_110             bin_111             bin_112              bin_113             bin_114             bin_115             bin_116             bin_117             bin_118             bin_119             bin_120            bin_121             bin_122            bin_123             bin_124             bin_125             bin_126             bin_127            bin_128             bin_129             bin_130             bin_131             bin_132            bin_133             bin_134
------ ------------------- ------------------- ------------------- ------------------- ------------------ ------------------- ------------------- ------------------ ------------------- ------------------- ------------------- ------------------- ------------------- ------------------ ------------------- ------------------- ------------------- ------------------- ------------------- ------------------- ------------------- ------------------- ------------------- ------------------- ------------------- ------------------- ------------------- ------------------ ------------------ ------------------- ------------------- ------------------- ------------------- ------------------- ------------------- ------------------- ------------------- ------------------- ------------------- ------------------- ------------------- ------------------- ------------------- ------------------- ------------------- ------------------- ------------------- ------------------- ------------------- ------------------- ------------------ ------------------- ------------------- -------------------- ------------------- ------------------- ------------------ ------------------- ------------------- ------------------- ------------------- -------------------- ------------------- ------------------- ------------------- ------------------- ------------------- ------------------- -------------------- ------------------ ------------------- ------------------- ------------------- ------------------- ------------------- ------------------- ------------------- ------------------- ------------------- ------------------ ------------------- ------------------- ------------------- ------------------- ------------------- ------------------- ------------------- ------------------- ------------------- ------------------- ------------------- ------------------- ------------------- ------------------- ------------------- ------------------- ------------------- ------------------- ------------------- ------------------- ------------------- ------------------- ------------------- ------------------- ------------------- ------------------- ------------------- ------------------ ------------------- ------------------- ------------------- ------------------- ------------------- -------------------- ------------------- ------------------- ------------------- ------------------- ------------------- ------------------- ------------------- ------------------ ------------------- ------------------ ------------------- ------------------- ------------------- ------------------- ------------------ ------------------- ------------------- ------------------- ------------------- ------------------ -------------------
 F105w  29.086411113551463  28.984035953948883  28.644728758141998  29.144166711819974  30.30895544117455  30.222328862745343  29.251208228421405 30.358321986466446  29.876236168295083  32.374881504112814  31.545232911003286   30.87006790207021   29.55974715318974  31.79756757198618   30.71313057371067   32.71455325576446   31.33248181855751  29.801524227585197  29.388376668948304   30.19640531651529  29.598352064601904  32.211988070059945  29.767321362462358  30.057638165653188  30.015505584366643  30.057081844217148   30.14978338919959 31.499972843020807 31.073789735223407  29.766111119080254  30.254974437085814   30.76605042425397  30.486709155225043  30.639292333138336   30.06216911361952  30.668027314620954  30.002895016147075  31.351632883709925   30.57215934142863  31.217975773106055   29.84565182583503   30.43722380001826   29.83147411541264   32.69272948691011  31.334197516721943   30.94042808951209   31.93292707898046  29.796508379454252   30.67316321372072  29.705780516436818  32.54113481662341  30.953784067512228   30.34559589503213    29.55689003951979  30.160594213981266   29.52135975839068 32.100178475667285  32.782082961065456  30.518094640252553  32.220783238851304  29.856856105867372   29.441937633379954   29.64451023256695  30.498828787693682   31.46621984418163  30.645049989870234   29.70933992403144   29.96900708977302   29.479110276995634 32.146425831284375   32.64968969633049   29.59549572323632  29.678700031712694    29.9502606985062  30.904515427086622  30.980583415643874   29.41915921221579  30.206641689715653   29.27013780779376 32.032342562823544  29.314213274200632   31.28308218854628  30.232844553169144  29.488929687243964  29.089574633250294  29.916721416519586  28.747343297773536   31.79841622746277  30.410959924248942  31.258109910104096  29.745181370136844   29.48844499459588    29.2509618470249  28.782100878615648  30.397044737784928   29.21099327517362  29.423797314398733  30.669759839169757   29.21516047679573  29.897302686468265    29.2960905468509  30.605657185536998  31.468599067724824  29.881725301314876  32.583352812138074  29.721952658341387   29.37987838489753  32.23212502404209  29.477684546844053  30.217938287577653  29.703143623934697  29.825994744311586  31.027459396234953   29.400307710978552    29.5228631991563  30.628140477040557  29.895659110927124  29.815477240371663   29.72221578426481  30.678845500567025   30.53541457050783  31.74271530573739  29.643762405249397  32.01868430252229  30.537331975153517  30.116190778951843  30.137193508293162   29.76981725945318   30.4668786726132   30.71677325606313   30.04883083832774   31.73811722205585  29.993548215162875 31.493599500601498   31.10632797192687
eF105w  0.3348231613636017 0.35819166898727417  0.1936890333890915 0.34929999709129333 0.7586697340011597 0.42234399914741516 0.41751018166542053 0.5737251043319702 0.26623448729515076  0.4740547239780426 0.41099974513053894  0.5077850222587585  0.2272007316350937 0.6166247129440308  0.3691769242286682  0.4403652846813202  0.3954840898513794  0.2827899158000946 0.13151492178440094  0.3314788043498993  0.1325935423374176 0.35314425826072693 0.14216269552707672 0.17668719589710236 0.19327698647975922  0.2287168800830841 0.21613770723342896 0.6360935568809509 0.7339774966239929  0.1035906970500946 0.12132716178894043 0.45800989866256714 0.19464105367660522 0.23699229955673218 0.17468664050102234  0.1322026252746582 0.13494187593460083 0.21115635335445404 0.09483934938907623 0.36960601806640625  0.0517825111746788 0.19979867339134216 0.12874558568000793 0.31811636686325073  0.2984996438026428  0.1752132922410965 0.26258018612861633 0.19424283504486084 0.10160370916128159 0.06885939091444016 0.5401039123535156 0.37170103192329407 0.23846091330051422  0.04920348897576332  0.4966641366481781 0.13528278470039368 0.4977308213710785 0.35380908846855164 0.23328928649425507  0.4752204120159149 0.20677167177200317  0.07430198788642883 0.14143052697181702 0.10513802617788315 0.43238207697868347   0.406339168548584 0.19839534163475037  0.1657371073961258 0.057957880198955536 0.7562682628631592 0.36027219891548157 0.11703057587146759  0.1644044816493988  0.2040753811597824 0.32574746012687683   0.239193856716156 0.08173654228448868  0.2310064285993576 0.11128847301006317 0.8112431764602661  0.1861390620470047  0.4041522443294525 0.24482473731040955  0.1851632446050644 0.13370682299137115 0.23349472880363464 0.19971062242984772 0.47059133648872375  0.2605186998844147 0.35861313343048096 0.16165480017662048  0.3342377245426178  0.1383652538061142 0.17378199100494385 0.49862977862358093  0.2042722851037979 0.11945180594921112 0.19341117143630981 0.13818329572677612  0.1990126520395279 0.11989402770996094  0.4197264313697815 0.40132495760917664  0.3048499524593353 0.43151021003723145 0.14405187964439392  0.0840543806552887 0.7603481411933899 0.04922199621796608 0.23786526918411255 0.10680948197841644  0.2274056226015091  0.2578752040863037  0.06596559286117554 0.12600810825824738 0.22419273853302002 0.11099976301193237 0.32637470960617065 0.21914249658584595 0.35877588391304016 0.19238530099391937  0.821008026599884 0.09554272145032883 0.6702620983123779 0.08707733452320099 0.49293509125709534  0.1779704988002777 0.23796305060386658 0.7062135338783264 0.45856285095214844  0.2512968182563782  0.4949653446674347  0.4227865934371948 0.6360604166984558 0.43093714118003845
 F110w  29.180053386684325  29.105306734540015   28.72483424397729  29.165211837206222  30.35433404007854  30.238585226367864  29.192653777454353 30.344150539701737   29.79464785025524   32.43866810590351   31.55946393494215  30.856187103024276   29.58142756093262  31.78546878881593   30.67800121784898  32.835528082648466  31.287989425134665  29.790824439456664  29.430698893513107  30.146297013943403  29.607266963085287   32.10795910627512  29.741877332993152   30.02894875725869    30.0309728039906  30.073479986691908  30.135703708296504  31.40346410678994 31.029812467370157   29.74881060653399  30.182693839500995  30.713239200609646  30.531379564330997  30.592921997541055   29.96883558089259  30.618589486845597   29.92978513628602  31.279979051319007  30.520050428748387   31.17878056709413  29.755911762158036  30.301705750723453   29.77431957354298    32.6860501987309  31.279010511489307    30.9181463652045  31.910585273454277   29.68940531332314   30.60664560892844    29.6266701154956  32.52236919544646   30.91815676827962   30.23596795443966    29.48989850438862  30.179767934542955  29.458039305177245 32.112378258927365   32.83253795911429   30.49085334794548   32.17937450575561  29.766066915728562   29.394627438808076  29.580233741635947  30.451178239367795  31.387351501804154   30.60057237864521  29.669847806055195   29.93200214632301     29.3930053151538  32.06129005444462   32.67058475928991   29.42405546574453  29.558074688099644  29.892689631543742  30.861658738118283  30.942601259835723  29.321170748553072  30.126124833264065  29.082675457422354 32.068102324239945   29.13692211160018  31.256044808127776  30.188706292132423  29.444774417826448   28.92576893126779  29.807413606040214  28.561684121311828   31.76025701048036  30.292760799352983   31.23010073035217   29.69142399311305   29.32897294051749  29.138294998223355  28.684217495577858  30.355521242321196   29.10330986665472   29.34967937708625  30.577424336266795   29.10674762207293  29.797520138529332   29.21710336554838   30.58599993633529   31.42704216725131  29.831343972880493   32.60374178017033  29.622592189255037  29.320047658807344  32.28202341810738   29.36495489185533     30.114084398068   29.60013575921189  29.785098013574558  30.924243647513933   29.308062314984983  29.451327844807604   30.59572236650896  29.819191799514368  29.786467695260306    29.6941633441246  30.583822343719234   30.50455846637375 31.772251716929258   29.58525498011661 31.995182142026614  30.454404177004548    30.0580219551168  30.062146989933673  29.701066637984873 30.436660637909625  30.721360549962775  30.034944671118975  31.756555771943617  30.024737723216894 31.549201494492955   31.13639676872633
eF110w  0.2827320098876953  0.3059208393096924 0.21386945247650146 0.31453853845596313 0.7683243751525879  0.3975176513195038   0.373275488615036 0.6293323040008545 0.26737090945243835  0.5196934342384338 0.39878180623054504  0.4798784852027893 0.21075697243213654 0.5955027937889099 0.38881444931030273 0.47290730476379395  0.3787112534046173  0.2683250606060028 0.12652719020843506 0.32371747493743896 0.12054528295993805 0.39095720648765564  0.1169191300868988 0.17037811875343323 0.19470283389091492 0.22356528043746948 0.18907856941223145 0.6536291837692261 0.7218744158744812  0.1060754656791687 0.13159716129302979 0.46053963899612427 0.17561054229736328 0.21953396499156952 0.14825132489204407  0.1261148452758789 0.12230947613716125 0.19142284989356995 0.10107018053531647  0.3828985393047333 0.03800354152917862 0.20522893965244293 0.10611556470394135  0.2989022433757782 0.31494051218032837 0.16293077170848846 0.25398725271224976 0.17952144145965576 0.09597411006689072 0.08064058423042297 0.6066100597381592  0.3744024932384491  0.2477441281080246  0.05330108851194382 0.45858481526374817 0.12855452299118042 0.5143157243728638  0.3840806782245636 0.23719754815101624  0.4832768738269806    0.19271320104599  0.03962249681353569 0.11663274466991425 0.10034335404634476 0.42846909165382385  0.3576124608516693 0.20635703206062317 0.18469420075416565 0.035167329013347626 0.6770626306533813  0.4039784073829651  0.1227061003446579 0.17944203317165375 0.20395497977733612  0.3216284215450287   0.274810254573822 0.10993215441703796   0.238025963306427  0.1114913746714592  0.810234785079956 0.20810644328594208 0.39602231979370117 0.25027352571487427 0.19784671068191528 0.18513590097427368 0.25992128252983093  0.1714647114276886  0.4910857677459717  0.2797943353652954 0.35531798005104065 0.17759959399700165 0.31730973720550537  0.1633041948080063  0.1498338282108307  0.4874524772167206   0.206734299659729 0.13760800659656525  0.2097080945968628 0.12655474245548248 0.19702011346817017 0.12408597767353058  0.4315962791442871  0.4085793197154999 0.28263232111930847  0.4773232042789459 0.14379101991653442   0.107048399746418 0.8259168267250061 0.05212312564253807 0.22320370376110077 0.10881009697914124 0.23382768034934998  0.2541399598121643 0.054896172136068344 0.11980018019676208 0.20834514498710632 0.11172374337911606  0.3227343261241913 0.21849754452705383   0.366285502910614 0.18371130526065826 0.8594063520431519  0.0856478363275528 0.6877726912498474 0.09316819161176682  0.4670250415802002 0.17034097015857697  0.2204999327659607 0.6829471588134766 0.49423548579216003 0.25889214873313904  0.5326982736587524 0.40457868576049805 0.6822682619094849 0.42034682631492615
 F125w  29.184554438910737  29.140751712980936  28.844159119782674   29.25609325066993  30.37396842394388  30.253793447272038  29.449128077143754 30.473296532417184   29.87857412953378  32.263684880057866   31.48891414270108   30.82357732458058  29.592063544352822  31.76373380629624  30.737625258257438   32.55358042466409   31.21308939728442  29.739767253442974  29.363778266628756   30.08408514489085   29.51407297782478   32.00252000930127  29.650980765805137  29.981828102989954     29.951080507151  30.014741386028348  30.024925394054065 31.416277127076114 31.033972676909947  29.661666518154963  30.052168766648077   30.68882524008646   30.42544831725769  30.550814867682405  29.913257954769595  30.484025032277007   29.84426888049044  31.188215880133516   30.39540979257696  31.077601916527403  29.674417097189348  30.234908100933595  29.780504391489426  32.582787813022414  31.182093917142502   30.82012672153575  31.792973427543444  29.670240151945507  30.543754449941485  29.552658544644654 32.345630221042555  30.861360639826664  30.183473615765735   29.427044526574797   30.14539020267754  29.433664250520827 32.005779308200786   32.59170781505547  30.403363485768235    32.0021477092755  29.724636007405604   29.318128005604336   29.44716888486109  30.397623136581018   31.29830346011814   30.49093915725033  29.591456712986513  29.849952389589173    29.30592736849049  31.94129564575183   32.44250325896407   29.32385471521819  29.497417658659682  29.805213189579963  30.766278749611654  30.809831369806858  29.264048774514933  30.040103571055585  28.985021226905467   31.7361056410557  29.040082858277884  31.098873275964515  30.099166721523936   29.32502196817379  28.784552945931463   29.69560998334523   28.43849688455326  31.588831018275087  30.207322948786246   31.08243149008493  29.591859199343894  29.213300650081898  28.988138188947726  28.449836892850996  30.255377320737978   28.94059158280317  29.253605506043204  30.454693113310263  28.906017586087284  29.689305813284147  29.023933818196085  30.428501664058064  31.277584269570006   29.69559307594885   32.34540245556804  29.518339884298893  29.183470591584797  32.04549272621271  29.214411965108873  30.001361449747385  29.477273907449202  29.651745279302713  30.820058301651514   29.195483330584235    29.3390102519708  30.485186160394097  29.708535915069763  29.641856333604384  29.558946718725597  30.490832412730292   30.34807567715512 31.566412569293647  29.521564152679165 31.826483033480027   30.31480389717468  29.982776259268967   29.96561482022234  29.641222908599296 30.361931229535802   30.62923625488179   29.93381227218387  31.575000469800607  29.945069563780134 31.390511328237036   31.01003391408844
eF125w 0.26415085792541504  0.3118732273578644 0.18932567536830902   0.293869286775589 0.7107701301574707 0.37363165616989136 0.40294498205184937 0.5645825862884521  0.2681848704814911  0.4218681752681732  0.3877128064632416 0.47046735882759094  0.2144005298614502 0.5652247667312622 0.31785568594932556 0.34655341506004333  0.3726015090942383 0.27378901839256287 0.11244531720876694 0.34346988797187805 0.09044401347637177 0.30542975664138794 0.10338639467954636 0.16084954142570496 0.17168597877025604 0.22445976734161377 0.18140563368797302  0.589005172252655 0.6584015488624573 0.08591228723526001  0.1101054772734642  0.4128021001815796 0.16256338357925415 0.22201557457447052 0.15935176610946655 0.12497083097696304 0.16419939696788788 0.22660939395427704  0.0836520567536354  0.3609969913959503  0.0556817352771759 0.19552069902420044 0.10823109745979309  0.3136329650878906 0.28437158465385437 0.16795508563518524  0.2566371560096741 0.20044858753681183 0.09976112097501755 0.05311805009841919 0.4839411675930023  0.3013235330581665 0.23718321323394775 0.060508646070957184 0.45216700434684753 0.13932831585407257 0.4209293723106384  0.3171992599964142 0.21937182545661926  0.4408639073371887 0.18590646982192993  0.03359817713499069 0.13278374075889587  0.1035841703414917  0.3974974751472473 0.34571775794029236 0.21667468547821045 0.17917826771736145 0.031037436798214912 0.7265697717666626 0.34618332982063293 0.12308010458946228  0.1886233240365982 0.22116662561893463  0.2941594123840332 0.23815184831619263 0.10797633230686188 0.24358803033828735 0.12184059619903564 0.8085295557975769 0.20542211830615997  0.3740728795528412 0.24211296439170837  0.2072358876466751  0.1922951191663742  0.2706165611743927  0.2032177895307541  0.4551105201244354 0.27783873677253723  0.3462965786457062 0.19030912220478058 0.34303992986679077 0.18792375922203064  0.1847064197063446  0.4731127619743347 0.23055854439735413 0.14631538093090057 0.18729330599308014  0.1619023084640503  0.1835096925497055  0.1513599306344986  0.4285365343093872 0.38445520401000977  0.2903262674808502  0.3788580298423767 0.15561261773109436 0.09794704616069794 0.6676903963088989 0.07153461873531342 0.22307246923446655 0.12407220155000687  0.2557295560836792  0.2690233290195465     0.05822728946805 0.11623682826757431 0.22477906942367554 0.11447341740131378   0.303068608045578 0.20038075745105743 0.36982595920562744 0.19680176675319672  0.753369152545929 0.08158315718173981 0.6245576739311218 0.09200743585824966  0.4474429190158844 0.14664830267429352  0.2177727371454239 0.6518341898918152  0.4728643298149109 0.24007289111614227  0.4847039580345154 0.38356292247772217 0.6241545677185059 0.43261319398880005
 F140w   29.00457378064332  29.011005346884726  28.707764321503284   29.06012950209891 30.250251567820428  30.092878683286788  29.274450712430557  30.33836967767724  29.712482695181226    32.1941834668701  31.373414327482095  30.670784490649048  29.445990586521834 31.631798024268996  30.569627758192006   32.43144514791283  31.090994102955918  29.633753560858874  29.225338629226595  29.942298661031238  29.382634424300967  31.863021678008927  29.452741225325383  29.796807689382852   29.78947917187638   29.83286962309724   29.84125545854814 31.272541079123805 30.864078147013984    29.4755473746498  29.821937582106038   30.55309088763957  30.261481217280796   30.37581575260883  29.655590457698715  30.306164461355202    29.6767740413818  31.061315058599938   30.18967182372197  30.905451769818402  29.463621601913495  29.997082217187067   29.62264682559812   32.46887666261537   31.03966229767935   30.66112974649932  31.633803982150205  29.485292034544635  30.331907057159057  29.338712039628245  32.23956638825975  30.702448343065775   29.97859455671706   29.243202750718616    30.0104909065938   29.26470758467837 31.889396567020327    32.5058410963379  30.230975643158374   31.89217210166494   29.51643924920779   29.108107603260528  29.239724230909566   30.20443825420273   31.14647985987046  30.373696560337155  29.439539866544997  29.647677598707045   29.109640423070246 31.832914224978236   32.30346425543706  29.082097538238532  29.268711684277015   29.69054193123063   30.59272066833086  30.690459708509145  29.062417360291846  29.834610567774604  28.728735907003923 31.648732728513252   28.78307164371619   30.98824324677183  29.965732761450923  29.148539928823414  28.540515386734725  29.451999355971406  28.175931272918298  31.462645055984275  30.002822339119586   30.94539934979934   29.43543269939542  28.963588097508755  28.771670372882586   28.22843534530607  30.107242172119804   28.70644337701561  29.058493579200878   30.27844210948307   28.71207202929632  29.484840691024033  28.807383463597155  30.308960672244194  31.151173699218777  29.557875784788674  32.249189771179594  29.304381541349933  29.012518601984112  31.92417783878611   29.01630103665107   29.81166818896957  29.275528182226118  29.535744303471446  30.680523358106683   29.047304035148922   29.16954259630267   30.37112747244382  29.527041097637316  29.530988480996545  29.420436315848015  30.320253814486186  30.243172529497397  31.49737036935898   29.39386361045915  31.71027763978801  30.163067196514838  29.833485518149256  29.787116194392716  29.499702613298794 30.216427503929403   30.52728988684529  29.834436920353333  31.512573140699445  29.810568966991227 31.317092043964728  30.907680539005604
eF140w 0.24894368648529053  0.2882899045944214  0.2008184939622879 0.28348803520202637 0.7048218846321106  0.3628746569156647 0.34388723969459534 0.5360280871391296 0.25286486744880676 0.42236441373825073  0.3874943256378174 0.46823346614837646 0.19552969932556152 0.5635741949081421 0.31825920939445496  0.3697066307067871  0.3877767324447632  0.2574193477630615 0.11597505956888199  0.3320962190628052 0.07617082446813583 0.32680976390838623  0.0712486058473587 0.16602501273155212 0.17230579257011414 0.22402454912662506 0.16838765144348145 0.6045559048652649 0.6726805567741394 0.10909343510866165 0.13592159748077393  0.4136768877506256 0.15859435498714447 0.19991792738437653 0.14404438436031342 0.12432394176721573 0.15920767188072205  0.2102813869714737 0.08641404658555984 0.36261478066444397 0.04631455987691879 0.18462859094142914 0.11563804000616074 0.24191048741340637  0.3067273199558258 0.19674795866012573 0.26355674862861633 0.16189543902873993 0.09511562436819077 0.06659093499183655 0.5214026570320129  0.3276863396167755 0.20917421579360962  0.05145249888300896  0.4356948733329773  0.1316666305065155 0.4689202308654785 0.31907033920288086 0.23883694410324097 0.41767820715904236  0.1976030021905899  0.03153610974550247 0.11589431762695312 0.12263944745063782 0.40443819761276245  0.3658820688724518  0.2029353529214859 0.18005108833312988 0.042767755687236786 0.6957117915153503  0.3737482726573944 0.11912849545478821 0.19170555472373962 0.20598147809505463 0.30437853932380676 0.24033023416996002   0.134150892496109 0.24570707976818085 0.11846794933080673  0.780569314956665 0.20614159107208252  0.3786304295063019 0.25301942229270935 0.23367661237716675 0.17434634268283844 0.26298487186431885 0.18104787170886993   0.452310174703598  0.2875015437602997  0.3519664406776428 0.21542644500732422  0.3325478732585907 0.20337523519992828 0.18716074526309967  0.4764687418937683 0.23191867768764496 0.16949711740016937 0.19728106260299683 0.16186681389808655 0.19952259957790375  0.1548844277858734  0.4159925580024719  0.4026497006416321 0.29534950852394104  0.3785257935523987   0.162936732172966 0.10130079090595245 0.6625005006790161 0.06658162921667099 0.22189071774482727 0.12533143162727356  0.2556387186050415 0.28076404333114624  0.05307947099208832 0.10861983895301819  0.2286940962076187  0.0991271585226059 0.29706907272338867  0.2036687284708023 0.39076799154281616 0.19913390278816223 0.7589126825332642 0.06738442927598953 0.6171306371688843 0.11971479654312134  0.4259710907936096 0.14204275608062744 0.20003058016300201 0.6539285182952881 0.47783178091049194  0.2574826776981354 0.48943912982940674  0.3714262545108795 0.6288777589797974  0.4273454248905182
 F160w   28.82981435559699   28.84916036290277   28.58463200644504  28.913640589071463  30.12732410572787   29.93334304219593  29.186602399958133 30.207140065233336   29.58634673381741  32.059206834037624  31.216214952307695   30.49305341751373  29.285586910670517 31.479217353948872  30.438311663326086   32.27203347122498  30.926160329232445  29.471682658537354  29.090340514827567  29.761586777346892  29.226740178590024  31.720454339750567  29.267982680813176  29.604702530681905  29.606764454098908  29.657072050728708  29.646733174923153 31.111250465911805 30.722520992127073   29.28972884084719  29.621934064155756  30.367949993079492  30.072477029082542   30.21409521534857  29.448726922862626   30.10880053830534  29.486832659353688   30.92351495671312  29.989100266242463   30.71233255909012  29.271752494480754  29.786499389539017  29.467515569454616   32.32992814653323  30.874173480853926  30.484904241046877   31.46109002920429  29.299270245818327  30.143087063192674  29.137894652109072   32.0479348153779  30.555086870073346   29.79093255203944   29.049241402202707   29.85140204010133  29.066685864691017 31.789262446832975   32.39621080352424   30.05244331960232  31.695796085864497  29.341655094558284   28.911394660234727  29.037012368570572  30.025936369107423   30.97448982418448   30.21268909355354  29.258862032996348    29.4509905087311   28.900234771902284  31.73414582982381   32.12875556743068  28.859007893325018   29.05908957486927   29.50315945317218   30.42149608506019  30.529226324553413  28.861898348053742  29.631449931037317  28.496776273207416 31.475620032861908  28.560292334756195   30.81517389436032  29.806176395984636   28.94386619494948   28.30799050902862  29.222515722908938  27.932612086747703  31.285315371315654   29.79179346253725    30.7585077931776  29.254076416897064  28.731679779226614  28.536720062846822  27.962089942821056   29.93245237386619  28.475671834841414  28.835993125099776  30.076703084329132  28.460839838395355   29.26502023604415   28.58466430223797   30.13004514852236  30.974880742139113  29.372421607814776  32.045421051938526  29.100186957896657  28.811067446249787 31.759611304247176  28.794170723019754  29.622773422588413  29.078380678983827  29.364045432319042   30.50705030257466    28.87021531155438  28.989813899232658  30.206895879950302  29.338427210624847  29.347921988755736  29.253147350132032  30.134853859072283  30.083699019277336 31.345446119167537  29.249894245848527  31.54655505159286  29.986563374083968   29.69436354438973  29.598219713338928  29.330161287095628 30.076442206596134  30.416852838693156   29.68631918615756  31.365255380809586  29.659248569398773  31.17342259994929   30.77041383870795
